striker,non_striker,runs
BA Stokes,TS Roland-Jones,0
TS Roland-Jones,BA Stokes,25
BA Stokes,SCJ Broad,0
SCJ Broad,BA Stokes,10
BA Stokes,JM Anderson,0
JM Anderson,BA Stokes,0
KK Jennings,T Westley,0
T Westley,KK Jennings,9
JE Root,T Westley,0
T Westley,JE Root,4
DJ Malan,JE Root,20
JE Root,DJ Malan,0
BA Stokes,DJ Malan,6
DJ Malan,BA Stokes,0
TS Roland-Jones,JM Bairstow,0
JM Bairstow,TS Roland-Jones,12
JE Root,KK Jennings,38
KK Jennings,JE Root,0
TS Roland-Jones,MM Ali,4
MM Ali,TS Roland-Jones,0
MM Ali,JM Anderson,0
JM Anderson,MM Ali,6
MD Stoneman,AN Cook,0
AN Cook,MD Stoneman,9
TS Roland-Jones,AN Cook,0
AN Cook,TS Roland-Jones,2
MD Stoneman,T Westley,0
T Westley,MD Stoneman,44
MD Stoneman,JE Root,0
JE Root,MD Stoneman,16
CR Woakes,JM Anderson,0
JM Anderson,CR Woakes,9
DJ Malan,JM Bairstow,0
JM Bairstow,DJ Malan,20
MM Ali,CR Woakes,0
CR Woakes,MM Ali,45
TS Roland-Jones,SCJ Broad,0
SCJ Broad,TS Roland-Jones,16
H Hameed,AN Cook,0
AN Cook,H Hameed,23
H Hameed,JE Root,10
JE Root,H Hameed,0
BA Stokes,AU Rashid,4
AU Rashid,BA Stokes,0
ZS Ansari,BA Stokes,0
BA Stokes,ZS Ansari,34
ZS Ansari,SCJ Broad,0
SCJ Broad,ZS Ansari,6
AU Rashid,ZS Ansari,0
ZS Ansari,AU Rashid,4
AU Rashid,JM Anderson,0
JM Anderson,AU Rashid,0
AU Rashid,JM Bairstow,0
JM Bairstow,AU Rashid,1
JM Bairstow,ZS Ansari,0
ZS Ansari,JM Bairstow,0
JC Buttler,JM Bairstow,0
JM Bairstow,JC Buttler,0
GJ Batty,AU Rashid,0
AU Rashid,GJ Batty,2
GJ Batty,JM Anderson,0
JM Anderson,GJ Batty,13
JE Root,GJ Batty,0
GJ Batty,JE Root,0
JE Root,JC Buttler,0
JC Buttler,JE Root,13
H Hameed,CR Woakes,0
CR Woakes,H Hameed,30
H Hameed,AU Rashid,0
AU Rashid,H Hameed,0
H Hameed,JM Anderson,0
JM Anderson,H Hameed,5
KK Jennings,MM Ali,0
MM Ali,KK Jennings,3
JM Bairstow,KK Jennings,8
KK Jennings,JM Bairstow,0
BA Stokes,JC Buttler,0
JC Buttler,BA Stokes,7
CR Woakes,JC Buttler,6
JC Buttler,CR Woakes,0
JC Buttler,AU Rashid,0
AU Rashid,JC Buttler,0
JT Ball,JC Buttler,0
JC Buttler,JT Ball,0
JC Buttler,JM Anderson,0
JM Anderson,JC Buttler,2
JM Bairstow,JT Ball,0
JT Ball,JM Bairstow,2
MM Ali,JC Buttler,8
JC Buttler,MM Ali,0
LA Dawson,AU Rashid,0
AU Rashid,LA Dawson,60
LA Dawson,JT Ball,0
JT Ball,LA Dawson,12
JC Buttler,LA Dawson,0
LA Dawson,JC Buttler,0
JC Buttler,SCJ Broad,0
SCJ Broad,JC Buttler,10
MD Stoneman,JM Vince,0
JM Vince,MD Stoneman,88
JM Vince,JE Root,0
JE Root,JM Vince,0
DJ Malan,MM Ali,0
MM Ali,DJ Malan,11
JT Ball,SCJ Broad,0
SCJ Broad,JT Ball,2
JT Ball,JM Anderson,0
JM Anderson,JT Ball,0
JM Vince,AN Cook,9
AN Cook,JM Vince,0
CR Woakes,C Overton,1
C Overton,CR Woakes,0
C Overton,SCJ Broad,0
SCJ Broad,C Overton,0
C Overton,JM Anderson,0
JM Anderson,C Overton,1
C Overton,JM Bairstow,0
JM Bairstow,C Overton,0
MD Stoneman,DJ Malan,1
DJ Malan,MD Stoneman,0
JM Vince,DJ Malan,0
DJ Malan,JM Vince,10
DJ Malan,CR Woakes,0
CR Woakes,DJ Malan,15
AN Cook,CR Woakes,9
CR Woakes,AN Cook,0
AN Cook,TK Curran,0
TK Curran,AN Cook,4
AN Cook,SCJ Broad,9
SCJ Broad,AN Cook,0
JM Anderson,AN Cook,1
AN Cook,JM Anderson,0
MM Ali,TK Curran,0
TK Curran,MM Ali,23
TK Curran,SCJ Broad,0
SCJ Broad,TK Curran,29
SCJ Broad,MS Crane,0
MS Crane,SCJ Broad,4
JM Anderson,MS Crane,0
MS Crane,JM Anderson,0
TK Curran,JM Bairstow,0
JM Bairstow,TK Curran,0
MS Crane,TK Curran,0
TK Curran,MS Crane,6
TK Curran,JM Anderson,0
JM Anderson,TK Curran,2
MD Stoneman,BA Stokes,0
BA Stokes,MD Stoneman,0
C Overton,MM Ali,0
MM Ali,C Overton,0
MJ Leach,JM Bairstow,6
JM Bairstow,MJ Leach,0
JC Buttler,DM Bess,4
DM Bess,JC Buttler,0
DM Bess,MA Wood,0
MA Wood,DM Bess,5
SCJ Broad,DM Bess,62
DM Bess,SCJ Broad,0
DM Bess,JM Anderson,2
JM Anderson,DM Bess,0
JE Root,DM Bess,0
DM Bess,JE Root,12
DM Bess,DJ Malan,0
DJ Malan,DM Bess,28
DM Bess,JM Bairstow,0
JM Bairstow,DM Bess,2
SM Curran,JC Buttler,16
JC Buttler,SM Curran,0
BA Stokes,SM Curran,0
SM Curran,BA Stokes,15
SM Curran,AU Rashid,0
AU Rashid,SM Curran,9
SM Curran,SCJ Broad,0
SCJ Broad,SM Curran,0
SM Curran,JM Anderson,0
JM Anderson,SM Curran,0
JE Root,OJ Pope,0
OJ Pope,JE Root,9
CR Woakes,SM Curran,0
SM Curran,CR Woakes,2
OJ Pope,BA Stokes,19
BA Stokes,OJ Pope,0
MM Ali,SM Curran,0
SM Curran,MM Ali,0
KK Jennings,RJ Burns,0
RJ Burns,KK Jennings,26
KK Jennings,BA Stokes,0
BA Stokes,KK Jennings,69
JC Buttler,BT Foakes,8
BT Foakes,JC Buttler,0
SM Curran,BT Foakes,6
BT Foakes,SM Curran,0
BT Foakes,AU Rashid,0
AU Rashid,BT Foakes,24
BT Foakes,MJ Leach,0
MJ Leach,BT Foakes,0
BT Foakes,JM Anderson,29
JM Anderson,BT Foakes,0
KK Jennings,JC Buttler,0
JC Buttler,KK Jennings,35
KK Jennings,BT Foakes,0
BT Foakes,KK Jennings,37
SM Curran,KK Jennings,0
KK Jennings,SM Curran,3
RJ Burns,BA Stokes,0
BA Stokes,RJ Burns,20
RJ Burns,JE Root,64
JE Root,RJ Burns,0
JC Buttler,RJ Burns,0
RJ Burns,JC Buttler,10
SM Curran,MJ Leach,0
MJ Leach,SM Curran,7
RJ Burns,MJ Leach,0
MJ Leach,RJ Burns,18
JE Root,BT Foakes,0
BT Foakes,JE Root,34
MM Ali,BT Foakes,52
BT Foakes,MM Ali,0
MM Ali,AU Rashid,0
AU Rashid,MM Ali,19
AU Rashid,MJ Leach,0
MJ Leach,AU Rashid,2
RJ Burns,JM Bairstow,20
JM Bairstow,RJ Burns,0
SCJ Broad,BT Foakes,0
BT Foakes,SCJ Broad,1
JJ Roy,RJ Burns,0
RJ Burns,JJ Roy,8
RJ Burns,JL Denly,0
JL Denly,RJ Burns,18
SM Curran,OP Stone,0
OP Stone,SM Curran,2
OP Stone,MJ Leach,0
MJ Leach,OP Stone,1
MJ Leach,JJ Roy,0
JJ Roy,MJ Leach,72
MJ Leach,JL Denly,0
JL Denly,MJ Leach,0
JL Denly,JE Root,0
JE Root,JL Denly,13
OP Stone,SCJ Broad,0
SCJ Broad,OP Stone,10
JJ Roy,JE Root,7
JE Root,JJ Roy,0
JC Archer,JM Bairstow,0
JM Bairstow,JC Archer,8
JL Denly,BA Stokes,54
BA Stokes,JL Denly,0
JL Denly,JM Bairstow,0
JM Bairstow,JL Denly,20
JC Buttler,JC Archer,0
JC Archer,JC Buttler,4
JC Archer,SCJ Broad,0
SCJ Broad,JC Archer,14
SCJ Broad,MJ Leach,1
MJ Leach,SCJ Broad,0
JC Archer,BA Stokes,0
BA Stokes,JC Archer,10
BA Stokes,MJ Leach,0
MJ Leach,BA Stokes,1
RJ Burns,C Overton,0
C Overton,RJ Burns,5
BA Stokes,JJ Roy,0
JJ Roy,BA Stokes,15
JC Buttler,MJ Leach,0
MJ Leach,JC Buttler,14
JL Denly,JJ Roy,0
JJ Roy,JL Denly,31
JC Buttler,C Overton,0
C Overton,JC Buttler,14
C Overton,JC Archer,0
JC Archer,C Overton,1
C Overton,MJ Leach,0
MJ Leach,C Overton,12
JC Archer,MJ Leach,0
MJ Leach,JC Archer,9
JL Denly,JC Buttler,0
JC Buttler,JL Denly,0
MM Ali,MA Wood,0
MA Wood,MM Ali,24
KK Jennings,JL Denly,0
JL Denly,KK Jennings,29
TT Beaumont,AE Jones,0
AE Jones,TT Beaumont,0
AE Jones,HC Knight,0
HC Knight,AE Jones,28
AE Jones,GA Elwiss,0
GA Elwiss,AE Jones,9
AE Jones,NR Sciver,0
NR Sciver,AE Jones,6
SJ Taylor,NR Sciver,0
NR Sciver,SJ Taylor,13
NR Sciver,KH Brunt,0
KH Brunt,NR Sciver,15
NR Sciver,A Shrubsole,0
A Shrubsole,NR Sciver,11
NR Sciver,LA Marsh,0
LA Marsh,NR Sciver,14
S Ecclestone,LA Marsh,0
LA Marsh,S Ecclestone,14
DP Sibley,RJ Burns,0
RJ Burns,DP Sibley,51
DP Sibley,JL Denly,0
JL Denly,DP Sibley,15
JC Archer,JM Anderson,0
JM Anderson,JC Archer,4
DP Sibley,Z Crawley,0
Z Crawley,DP Sibley,0
OJ Pope,JC Buttler,0
JC Buttler,OJ Pope,59
SM Curran,OJ Pope,44
OJ Pope,SM Curran,0
DM Bess,OJ Pope,3
OJ Pope,DM Bess,0
OJ Pope,SCJ Broad,0
SCJ Broad,OJ Pope,1
JM Anderson,OJ Pope,0
OJ Pope,JM Anderson,29
DP Sibley,JE Root,0
JE Root,DP Sibley,23
DP Sibley,DM Bess,0
DM Bess,DP Sibley,0
BA Stokes,DP Sibley,155
DP Sibley,BA Stokes,0
DP Sibley,OJ Pope,0
OJ Pope,DP Sibley,3
DP Sibley,JC Buttler,0
JC Buttler,DP Sibley,23
DP Sibley,SM Curran,0
SM Curran,DP Sibley,13
DP Sibley,SCJ Broad,0
SCJ Broad,DP Sibley,8
JL Denly,Z Crawley,0
Z Crawley,JL Denly,24
OJ Pope,MA Wood,0
MA Wood,OJ Pope,42
MA Wood,CR Woakes,0
CR Woakes,MA Wood,8
SM Curran,JE Root,0
JE Root,SM Curran,2
MA Wood,JE Root,19
JE Root,MA Wood,0
JE Root,SCJ Broad,0
SCJ Broad,JE Root,0
JL Denly,OJ Pope,0
OJ Pope,JL Denly,5
SM Curran,JC Archer,0
JC Archer,SM Curran,8
JE Root,Z Crawley,29
Z Crawley,JE Root,0
CR Woakes,DM Bess,0
DM Bess,CR Woakes,6
CR Woakes,JC Archer,0
JC Archer,CR Woakes,6
Z Crawley,OJ Pope,0
OJ Pope,Z Crawley,0
JC Buttler,Z Crawley,0
Z Crawley,JC Buttler,200
RJ Burns,Z Crawley,0
Z Crawley,RJ Burns,0
Z Crawley,BA Stokes,11
BA Stokes,Z Crawley,0
DM Bess,JC Archer,0
JC Archer,DM Bess,3
OJ Pope,JC Archer,0
JC Archer,OJ Pope,1
MA Wood,JC Archer,0
JC Archer,MA Wood,17
DM Bess,SM Curran,0
SM Curran,DM Bess,1
OJ Pope,RJ Burns,0
RJ Burns,OJ Pope,11
AN Cook,AJ Strauss,0
AJ Strauss,AN Cook,21
MP Vaughan,AJ Strauss,0
AJ Strauss,MP Vaughan,26
MP Vaughan,KP Pietersen,0
KP Pietersen,MP Vaughan,21
MP Vaughan,IR Bell,0
IR Bell,MP Vaughan,16
PD Collingwood,MP Vaughan,0
MP Vaughan,PD Collingwood,20
MP Vaughan,TR Ambrose,0
TR Ambrose,MP Vaughan,0
MP Vaughan,SCJ Broad,0
SCJ Broad,MP Vaughan,25
MP Vaughan,RJ Sidebottom,0
RJ Sidebottom,MP Vaughan,16
MP Vaughan,MS Panesar,0
MS Panesar,MP Vaughan,0
MP Vaughan,JM Anderson,0
JM Anderson,MP Vaughan,0
KP Pietersen,RJ Sidebottom,0
RJ Sidebottom,KP Pietersen,4
KP Pietersen,IR Bell,3
IR Bell,KP Pietersen,0
IR Bell,PD Collingwood,4
PD Collingwood,IR Bell,0
PD Collingwood,TR Ambrose,0
TR Ambrose,PD Collingwood,107
TR Ambrose,SCJ Broad,0
SCJ Broad,TR Ambrose,13
SCJ Broad,MS Panesar,0
MS Panesar,SCJ Broad,0
AJ Strauss,KP Pietersen,0
KP Pietersen,AJ Strauss,16
PD Collingwood,KP Pietersen,42
KP Pietersen,PD Collingwood,0
TR Ambrose,KP Pietersen,0
KP Pietersen,TR Ambrose,11
RJ Sidebottom,SCJ Broad,15
SCJ Broad,RJ Sidebottom,0
RJ Sidebottom,MS Panesar,0
MS Panesar,RJ Sidebottom,0
AN Cook,MP Vaughan,3
MP Vaughan,AN Cook,0
KP Pietersen,AN Cook,9
AN Cook,KP Pietersen,0
IR Bell,TR Ambrose,0
TR Ambrose,IR Bell,0
IR Bell,SCJ Broad,0
SCJ Broad,IR Bell,0
IR Bell,RJ Sidebottom,0
RJ Sidebottom,IR Bell,0
IR Bell,A Flintoff,0
A Flintoff,IR Bell,4
A Flintoff,SCJ Broad,0
SCJ Broad,A Flintoff,0
JM Anderson,MS Panesar,0
MS Panesar,JM Anderson,2
DJ Pattinson,JM Anderson,0
JM Anderson,DJ Pattinson,3
AN Cook,IR Bell,0
IR Bell,AN Cook,26
TR Ambrose,AN Cook,0
AN Cook,TR Ambrose,9
TR Ambrose,A Flintoff,22
A Flintoff,TR Ambrose,0
SCJ Broad,DJ Pattinson,0
DJ Pattinson,SCJ Broad,13
RJ Sidebottom,A Flintoff,0
A Flintoff,RJ Sidebottom,18
JM Anderson,A Flintoff,1
A Flintoff,JM Anderson,0
A Flintoff,MS Panesar,0
MS Panesar,A Flintoff,1
PD Collingwood,A Flintoff,0
A Flintoff,PD Collingwood,0
PD Collingwood,RJ Sidebottom,0
RJ Sidebottom,PD Collingwood,3
PD Collingwood,JM Anderson,0
JM Anderson,PD Collingwood,0
MS Panesar,PD Collingwood,6
PD Collingwood,MS Panesar,0
SCJ Broad,PD Collingwood,0
PD Collingwood,SCJ Broad,17
SCJ Broad,SJ Harmison,10
SJ Harmison,SCJ Broad,0
SJ Harmison,JM Anderson,0
JM Anderson,SJ Harmison,13
MS Panesar,SJ Harmison,0
SJ Harmison,MS Panesar,0
AJ Strauss,IR Bell,0
IR Bell,AJ Strauss,5
MP Vaughan,MJ Hoggard,0
MJ Hoggard,MP Vaughan,2
TR Ambrose,RJ Sidebottom,0
RJ Sidebottom,TR Ambrose,2
RJ Sidebottom,SJ Harmison,0
SJ Harmison,RJ Sidebottom,7
MJ Hoggard,IR Bell,0
IR Bell,MJ Hoggard,2
IR Bell,SJ Harmison,0
SJ Harmison,IR Bell,1
IR Bell,MS Panesar,32
MS Panesar,IR Bell,0
KP Pietersen,SCJ Broad,0
SCJ Broad,KP Pietersen,0
RJ Sidebottom,JM Anderson,0
JM Anderson,RJ Sidebottom,1
AJ Strauss,PD Collingwood,7
PD Collingwood,AJ Strauss,0
AJ Strauss,TR Ambrose,0
TR Ambrose,AJ Strauss,31
RS Bopara,AJ Strauss,23
AJ Strauss,RS Bopara,0
KP Pietersen,RS Bopara,0
RS Bopara,KP Pietersen,0
KP Pietersen,MJ Prior,18
MJ Prior,KP Pietersen,0
MJ Prior,A Flintoff,0
A Flintoff,MJ Prior,0
MJ Prior,JM Anderson,0
JM Anderson,MJ Prior,0
JM Anderson,GP Swann,2
GP Swann,JM Anderson,0
MS Panesar,GP Swann,0
GP Swann,MS Panesar,1
MJ Prior,PD Collingwood,0
PD Collingwood,MJ Prior,3
PD Collingwood,GP Swann,4
GP Swann,PD Collingwood,0
AJ Strauss,MJ Prior,0
MJ Prior,AJ Strauss,16
AJ Strauss,A Flintoff,0
A Flintoff,AJ Strauss,12
AJ Strauss,SCJ Broad,11
SCJ Broad,AJ Strauss,0
SCJ Broad,GP Swann,0
GP Swann,SCJ Broad,0
G Onions,JM Anderson,2
JM Anderson,G Onions,0
IR Bell,MJ Prior,0
MJ Prior,IR Bell,0
G Onions,SCJ Broad,0
SCJ Broad,G Onions,18
RS Bopara,AN Cook,7
AN Cook,RS Bopara,0
AN Cook,PD Collingwood,0
PD Collingwood,AN Cook,13
AN Cook,MJ Prior,60
MJ Prior,AN Cook,0
MJ Prior,SCJ Broad,0
SCJ Broad,MJ Prior,4
MJ Prior,GP Swann,0
GP Swann,MJ Prior,6
MJ Prior,SJ Harmison,8
SJ Harmison,MJ Prior,0
MJ Prior,G Onions,0
G Onions,MJ Prior,4
SJ Harmison,GP Swann,0
GP Swann,SJ Harmison,15
SJ Harmison,G Onions,0
G Onions,SJ Harmison,0
IR Bell,IJL Trott,24
IJL Trott,IR Bell,0
IJL Trott,MJ Prior,0
MJ Prior,IJL Trott,23
IJL Trott,A Flintoff,0
A Flintoff,IJL Trott,29
IJL Trott,SCJ Broad,0
SCJ Broad,IJL Trott,1
AJ Strauss,IJL Trott,0
IJL Trott,AJ Strauss,1
GP Swann,IJL Trott,22
IJL Trott,GP Swann,0
JM Anderson,IJL Trott,1
IJL Trott,JM Anderson,0
KP Pietersen,A Flintoff,0
A Flintoff,KP Pietersen,61
MJ Prior,RJ Sidebottom,0
RJ Sidebottom,MJ Prior,6
A Flintoff,SJ Harmison,0
SJ Harmison,A Flintoff,0
AN Cook,OA Shah,0
OA Shah,AN Cook,14
OA Shah,KP Pietersen,0
KP Pietersen,OA Shah,13
PD Collingwood,RS Bopara,0
RS Bopara,PD Collingwood,8
RS Bopara,TR Ambrose,0
TR Ambrose,RS Bopara,70
AJ Strauss,OA Shah,0
OA Shah,AJ Strauss,57
PD Collingwood,OA Shah,0
OA Shah,PD Collingwood,4
MJ Prior,MS Panesar,0
MS Panesar,MJ Prior,2
MJ Prior,RS Bopara,18
RS Bopara,MJ Prior,0
RS Bopara,SCJ Broad,0
SCJ Broad,RS Bopara,38
RS Bopara,TT Bresnan,0
TT Bresnan,RS Bopara,9
RS Bopara,GP Swann,0
GP Swann,RS Bopara,55
GP Swann,G Onions,0
G Onions,GP Swann,0
KP Pietersen,IJL Trott,18
IJL Trott,KP Pietersen,0
AN Cook,IJL Trott,2
IJL Trott,AN Cook,0
IJL Trott,PD Collingwood,0
PD Collingwood,IJL Trott,8
PD Collingwood,G Onions,0
G Onions,PD Collingwood,1
IR Bell,GP Swann,11
GP Swann,IR Bell,0
IR Bell,JM Anderson,0
JM Anderson,IR Bell,0
GP Swann,RJ Sidebottom,0
RJ Sidebottom,GP Swann,0
KP Pietersen,JM Anderson,0
JM Anderson,KP Pietersen,1
IJL Trott,EJG Morgan,0
EJG Morgan,IJL Trott,14
IJL Trott,TT Bresnan,0
TT Bresnan,IJL Trott,4
ST Finn,JM Anderson,0
JM Anderson,ST Finn,17
IR Bell,EJG Morgan,0
EJG Morgan,IR Bell,28
MJ Prior,A Shahzad,0
A Shahzad,MJ Prior,5
PD Collingwood,EJG Morgan,0
EJG Morgan,PD Collingwood,4
EJG Morgan,MJ Prior,3
MJ Prior,EJG Morgan,0
SCJ Broad,ST Finn,5
ST Finn,SCJ Broad,0
MJ Prior,ST Finn,0
ST Finn,MJ Prior,24
GP Swann,ST Finn,0
ST Finn,GP Swann,2
KP Pietersen,EJG Morgan,0
EJG Morgan,KP Pietersen,1
IJL Trott,ST Finn,52
ST Finn,IJL Trott,0
MA Carberry,AN Cook,0
AN Cook,MA Carberry,13
IJL Trott,MA Carberry,10
MA Carberry,IJL Trott,0
MA Carberry,KP Pietersen,0
KP Pietersen,MA Carberry,6
PD Collingwood,MA Carberry,0
MA Carberry,PD Collingwood,0
IR Bell,TT Bresnan,0
TT Bresnan,IR Bell,12
GP Swann,TT Bresnan,8
TT Bresnan,GP Swann,0
SCJ Broad,TT Bresnan,5
TT Bresnan,SCJ Broad,0
TT Bresnan,JC Tredwell,0
JC Tredwell,TT Bresnan,23
JC Tredwell,ST Finn,0
ST Finn,JC Tredwell,0
IR Bell,CT Tremlett,0
CT Tremlett,IR Bell,2
CT Tremlett,JM Anderson,0
JM Anderson,CT Tremlett,0
GP Swann,CT Tremlett,0
CT Tremlett,GP Swann,0
CT Tremlett,ST Finn,0
ST Finn,CT Tremlett,19
IJL Trott,CT Tremlett,0
CT Tremlett,IJL Trott,4
MJ Prior,TT Bresnan,1
TT Bresnan,MJ Prior,0
AN Cook,EJG Morgan,95
EJG Morgan,AN Cook,0
CT Tremlett,MJ Prior,1
MJ Prior,CT Tremlett,0
KP Pietersen,GP Swann,0
GP Swann,KP Pietersen,24
KP Pietersen,CT Tremlett,0
CT Tremlett,KP Pietersen,4
AN Cook,TT Bresnan,0
TT Bresnan,AN Cook,1
IR Bell,RS Bopara,0
RS Bopara,IR Bell,22
SR Patel,IR Bell,0
IR Bell,SR Patel,18
SR Patel,IJL Trott,0
IJL Trott,SR Patel,9
SR Patel,KP Pietersen,11
KP Pietersen,SR Patel,0
SR Patel,TT Bresnan,0
TT Bresnan,SR Patel,5
SR Patel,GP Swann,0
GP Swann,SR Patel,17
SR Patel,JM Anderson,0
JM Anderson,SR Patel,2
SR Patel,ST Finn,0
ST Finn,SR Patel,2
AJ Strauss,EJG Morgan,0
EJG Morgan,AJ Strauss,10
JM Anderson,AJ Strauss,0
AJ Strauss,JM Anderson,3
AJ Strauss,GP Swann,0
GP Swann,AJ Strauss,8
IR Bell,JM Bairstow,0
JM Bairstow,IR Bell,6
AJ Strauss,JM Bairstow,0
JM Bairstow,AJ Strauss,4
AJ Strauss,TT Bresnan,0
TT Bresnan,AJ Strauss,10
TT Bresnan,JM Anderson,8
JM Anderson,TT Bresnan,0
IR Bell,ST Finn,0
ST Finn,IR Bell,0
KP Pietersen,JWA Taylor,0
JWA Taylor,KP Pietersen,34
IR Bell,JWA Taylor,0
JWA Taylor,IR Bell,30
JM Bairstow,MJ Prior,0
MJ Prior,JM Bairstow,17
JM Bairstow,GP Swann,0
GP Swann,JM Bairstow,0
IJL Trott,JWA Taylor,0
JWA Taylor,IJL Trott,4
JM Bairstow,IJL Trott,0
IJL Trott,JM Bairstow,3
NRD Compton,AN Cook,1
AN Cook,NRD Compton,0
SR Patel,AN Cook,0
AN Cook,SR Patel,1
SR Patel,MJ Prior,0
MJ Prior,SR Patel,10
JM Bairstow,KP Pietersen,31
KP Pietersen,JM Bairstow,0
ST Finn,MS Panesar,0
MS Panesar,ST Finn,0
NRD Compton,IJL Trott,0
IJL Trott,NRD Compton,27
NRD Compton,KP Pietersen,0
KP Pietersen,NRD Compton,0
NRD Compton,IR Bell,0
IR Bell,NRD Compton,16
KP Pietersen,JE Root,0
JE Root,KP Pietersen,5
JE Root,MJ Prior,0
MJ Prior,JE Root,86
TT Bresnan,JE Root,38
JE Root,TT Bresnan,0
JE Root,GP Swann,0
GP Swann,JE Root,0
IR Bell,JE Root,0
JE Root,IR Bell,4
JM Bairstow,ST Finn,0
ST Finn,JM Bairstow,7
IJL Trott,JE Root,0
JE Root,IJL Trott,4
TT Bresnan,JM Bairstow,0
JM Bairstow,TT Bresnan,2
IR Bell,CR Woakes,0
CR Woakes,IR Bell,42
GP Swann,SC Kerrigan,0
SC Kerrigan,GP Swann,1
NRD Compton,ST Finn,0
ST Finn,NRD Compton,16
KP Pietersen,ST Finn,0
ST Finn,KP Pietersen,0
JE Root,ST Finn,0
ST Finn,JE Root,0
JE Root,JM Anderson,0
JM Anderson,JE Root,2
JE Root,MS Panesar,0
MS Panesar,JE Root,0
IR Bell,MA Carberry,0
MA Carberry,IR Bell,9
SCJ Broad,CT Tremlett,0
CT Tremlett,SCJ Broad,8
JE Root,CT Tremlett,0
CT Tremlett,JE Root,7
MA Carberry,JE Root,0
JE Root,MA Carberry,34
BA Stokes,IR Bell,71
IR Bell,BA Stokes,0
BA Stokes,MJ Prior,0
MJ Prior,BA Stokes,33
BA Stokes,TT Bresnan,0
TT Bresnan,BA Stokes,8
BA Stokes,KP Pietersen,0
KP Pietersen,BA Stokes,36
KP Pietersen,TT Bresnan,0
TT Bresnan,KP Pietersen,1
IR Bell,GS Ballance,0
GS Ballance,IR Bell,0
GS Ballance,BA Stokes,0
BA Stokes,GS Ballance,12
BA Stokes,SG Borthwick,0
SG Borthwick,BA Stokes,5
SCJ Broad,SG Borthwick,0
SG Borthwick,SCJ Broad,0
WB Rankin,SCJ Broad,0
SCJ Broad,WB Rankin,17
MA Carberry,GS Ballance,0
GS Ballance,MA Carberry,7
JM Anderson,WB Rankin,0
WB Rankin,JM Anderson,0
A Brindle,HC Knight,0
HC Knight,A Brindle,23
SJ Taylor,HC Knight,0
HC Knight,SJ Taylor,0
CM Edwards,HC Knight,17
HC Knight,CM Edwards,0
HC Knight,LS Greenway,0
LS Greenway,HC Knight,4
HC Knight,TT Beaumont,0
TT Beaumont,HC Knight,1
