striker,non_striker,runs
JP Duminy,M Morkel,11
JP Duminy,DW Steyn,0
DW Steyn,JP Duminy,0
JP Duminy,M Ntini,0
M Ntini,JP Duminy,2
AG Prince,I Khan,0
I Khan,AG Prince,20
JA Morkel,AB de Villiers,0
AB de Villiers,JA Morkel,65
M Morkel,ND McKenzie,0
ND McKenzie,M Morkel,2
M Ntini,GC Smith,0
GC Smith,M Ntini,3
PL Harris,F de Wet,0
F de Wet,PL Harris,0
F de Wet,M Ntini,0
M Ntini,F de Wet,4
PL Harris,GC Smith,11
GC Smith,PL Harris,0
GC Smith,JP Duminy,0
JP Duminy,GC Smith,4
JH Kallis,DW Steyn,0
DW Steyn,JH Kallis,43
MV Boucher,R McLaren,0
R McLaren,MV Boucher,30
DW Steyn,R McLaren,0
R McLaren,DW Steyn,3
AN Petersen,GC Smith,26
GC Smith,AN Petersen,0
AN Petersen,HM Amla,0
HM Amla,AN Petersen,23
AN Petersen,JH Kallis,0
JH Kallis,AN Petersen,0
JH Kallis,PL Harris,18
PL Harris,JH Kallis,0
MV Boucher,LL Tsotsobe,4
LL Tsotsobe,MV Boucher,0
DW Steyn,HM Amla,30
HM Amla,DW Steyn,0
DW Steyn,WD Parnell,0
WD Parnell,DW Steyn,0
WD Parnell,M Morkel,0
M Morkel,WD Parnell,11
WD Parnell,HM Amla,0
HM Amla,WD Parnell,34
HM Amla,PL Harris,0
PL Harris,HM Amla,4
HM Amla,M Morkel,3
M Morkel,HM Amla,0
JH Kallis,J Botha,0
J Botha,JH Kallis,0
J Botha,DW Steyn,0
DW Steyn,J Botha,3
AG Prince,LL Tsotsobe,0
LL Tsotsobe,AG Prince,0
JH Kallis,M Morkel,0
M Morkel,JH Kallis,36
JH Kallis,LL Tsotsobe,0
LL Tsotsobe,JH Kallis,16
AN Petersen,PL Harris,0
PL Harris,AN Petersen,0
GC Smith,JA Rudolph,0
JA Rudolph,GC Smith,29
MV Boucher,VD Philander,0
VD Philander,MV Boucher,24
DW Steyn,Imran Tahir,15
Imran Tahir,DW Steyn,0
JA Rudolph,HM Amla,29
HM Amla,JA Rudolph,0
JA Rudolph,DW Steyn,14
DW Steyn,JA Rudolph,0
JH Kallis,JA Rudolph,0
JA Rudolph,JH Kallis,21
MV Boucher,Imran Tahir,0
Imran Tahir,MV Boucher,29
DW Steyn,M de Lange,0
M de Lange,DW Steyn,9
Imran Tahir,M de Lange,0
M de Lange,Imran Tahir,0
AB de Villiers,JA Rudolph,24
JA Rudolph,AB de Villiers,0
JA Rudolph,MV Boucher,7
MV Boucher,JA Rudolph,0
JA Rudolph,VD Philander,0
VD Philander,JA Rudolph,11
M Morkel,JA Rudolph,0
JA Rudolph,M Morkel,1
Imran Tahir,M Morkel,0
M Morkel,Imran Tahir,2
AN Petersen,DW Steyn,18
DW Steyn,AN Petersen,0
AN Petersen,AB de Villiers,0
AB de Villiers,AN Petersen,0
AN Petersen,JP Duminy,0
JP Duminy,AN Petersen,14
AN Petersen,JA Rudolph,0
JA Rudolph,AN Petersen,3
JP Duminy,VD Philander,21
VD Philander,JP Duminy,0
JP Duminy,Imran Tahir,0
Imran Tahir,JP Duminy,1
JH Kallis,VD Philander,0
VD Philander,JH Kallis,6
AN Petersen,M Morkel,0
M Morkel,AN Petersen,10
JA Rudolph,JP Duminy,0
JP Duminy,JA Rudolph,41
VD Philander,Imran Tahir,0
Imran Tahir,VD Philander,4
AB de Villiers,RJ Peterson,36
RJ Peterson,AB de Villiers,0
VD Philander,RJ Peterson,10
RJ Peterson,VD Philander,0
D Elgar,RJ Peterson,0
RJ Peterson,D Elgar,1
DW Steyn,D Elgar,17
D Elgar,DW Steyn,0
RK Kleinveldt,D Elgar,0
D Elgar,RK Kleinveldt,10
F du Plessis,JH Kallis,0
JH Kallis,F du Plessis,34
RJ Peterson,DW Steyn,0
DW Steyn,RJ Peterson,10
M Morkel,RJ Peterson,0
RJ Peterson,M Morkel,0
AB de Villiers,KJ Abbott,0
KJ Abbott,AB de Villiers,4
RK Kleinveldt,KJ Abbott,0
KJ Abbott,RK Kleinveldt,7
KJ Abbott,DW Steyn,0
DW Steyn,KJ Abbott,5
DW Steyn,RK Kleinveldt,0
RK Kleinveldt,DW Steyn,13
M Morkel,RK Kleinveldt,0
RK Kleinveldt,M Morkel,4
F du Plessis,RK Kleinveldt,0
RK Kleinveldt,F du Plessis,3
F du Plessis,Imran Tahir,0
Imran Tahir,F du Plessis,2
F du Plessis,RJ Peterson,0
RJ Peterson,F du Plessis,61
AN Petersen,F du Plessis,0
F du Plessis,AN Petersen,5
R McLaren,AB de Villiers,0
AB de Villiers,R McLaren,14
D Elgar,GC Smith,23
GC Smith,D Elgar,0
JP Duminy,WD Parnell,0
WD Parnell,JP Duminy,10
AN Petersen,D Elgar,0
D Elgar,AN Petersen,46
HM Amla,RJ Peterson,0
RJ Peterson,HM Amla,5
GC Smith,DW Steyn,0
DW Steyn,GC Smith,7
HM Amla,S van Zyl,2
S van Zyl,HM Amla,0
S van Zyl,Q de Kock,0
Q de Kock,S van Zyl,18
T Bavuma,S van Zyl,0
S van Zyl,T Bavuma,5
S van Zyl,VD Philander,0
VD Philander,S van Zyl,3
AB de Villiers,S van Zyl,0
S van Zyl,AB de Villiers,33
SR Harmer,AB de Villiers,7
AB de Villiers,SR Harmer,0
Q de Kock,JP Duminy,0
JP Duminy,Q de Kock,0
Imran Tahir,HM Amla,0
HM Amla,Imran Tahir,12
DL Piedt,JP Duminy,0
JP Duminy,DL Piedt,0
D Elgar,S van Zyl,10
S van Zyl,D Elgar,0
D Elgar,KJ Abbott,0
KJ Abbott,D Elgar,0
JP Duminy,KJ Abbott,0
KJ Abbott,JP Duminy,2
T Bavuma,DJ Vilas,0
DJ Vilas,T Bavuma,19
DJ Vilas,CH Morris,0
CH Morris,DJ Vilas,6
K Rabada,CH Morris,0
CH Morris,K Rabada,22
GC Viljoen,K Rabada,0
K Rabada,GC Viljoen,0
GC Viljoen,M Morkel,0
M Morkel,GC Viljoen,12
F du Plessis,DJ Vilas,0
DJ Vilas,F du Plessis,8
F du Plessis,CH Morris,0
CH Morris,F du Plessis,1
GC Viljoen,F du Plessis,0
F du Plessis,GC Viljoen,3
SC Cook,AB de Villiers,0
AB de Villiers,SC Cook,0
Q de Kock,KJ Abbott,0
KJ Abbott,Q de Kock,16
Q de Kock,DL Piedt,0
DL Piedt,Q de Kock,19
T Bavuma,SR Harmer,0
SR Harmer,T Bavuma,9
AB de Villiers,DJ Vilas,10
DJ Vilas,AB de Villiers,0
K Rabada,Imran Tahir,0
Imran Tahir,K Rabada,8
S van Zyl,DJ Vilas,0
DJ Vilas,S van Zyl,7
SR Harmer,S van Zyl,0
S van Zyl,SR Harmer,19
S van Zyl,DW Steyn,0
DW Steyn,S van Zyl,0
KJ Abbott,K Rabada,0
K Rabada,KJ Abbott,0
KJ Abbott,M Morkel,0
M Morkel,KJ Abbott,22
Imran Tahir,KJ Abbott,0
KJ Abbott,Imran Tahir,0
D Elgar,Imran Tahir,0
Imran Tahir,D Elgar,12
DJ Vilas,JP Duminy,0
JP Duminy,DJ Vilas,29
JP Duminy,SR Harmer,0
SR Harmer,JP Duminy,13
JP Duminy,K Rabada,0
K Rabada,JP Duminy,4
DJ Vilas,SR Harmer,0
SR Harmer,DJ Vilas,0
K Rabada,SR Harmer,0
SR Harmer,K Rabada,4
SR Harmer,M Morkel,0
M Morkel,SR Harmer,4
AB de Villiers,DL Piedt,0
DL Piedt,AB de Villiers,5
KJ Abbott,DL Piedt,0
DL Piedt,KJ Abbott,0
M Morkel,DL Piedt,0
DL Piedt,M Morkel,1
DL Piedt,K Rabada,0
K Rabada,DL Piedt,18
S van Zyl,F du Plessis,0
F du Plessis,S van Zyl,48
T Bavuma,DL Piedt,0
DL Piedt,T Bavuma,0
HM Amla,D Olivier,0
D Olivier,HM Amla,3
Q de Kock,WD Parnell,0
WD Parnell,Q de Kock,23
