striker,non_striker,runs
Asad Shafiq,Abdur Rehman,4
Aizaz Cheema,Umar Gul,0
Umar Gul,Aizaz Cheema,15
Mohammad Ayub,Younis Khan,10
Younis Khan,Mohammad Ayub,34
Mohammad Ayub,Adnan Akmal,30
Adnan Akmal,Mohammad Ayub,23
Abdur Rehman,Mohammad Ayub,1
Mohammad Ayub,Abdur Rehman,5
Mohammad Ayub,Umar Gul,2
Umar Gul,Mohammad Ayub,2
Taufeeq Umar,Abdur Rehman,12
Abdur Rehman,Taufeeq Umar,36
Taufeeq Umar,Adnan Akmal,1
Adnan Akmal,Taufeeq Umar,0
Asad Shafiq,Mohammad Sami,5
Mohammad Sami,Asad Shafiq,12
Nasir Jamshed,Mohammad Hafeez,9
Mohammad Hafeez,Nasir Jamshed,15
Nasir Jamshed,Azhar Ali,42
Azhar Ali,Nasir Jamshed,23
Sarfraz Ahmed,Umar Gul,6
Umar Gul,Sarfraz Ahmed,2
Sarfraz Ahmed,Saeed Ajmal,59
Saeed Ajmal,Sarfraz Ahmed,39
Sarfraz Ahmed,Junaid Khan,3
Junaid Khan,Sarfraz Ahmed,0
Junaid Khan,Rahat Ali,8
Rahat Ali,Junaid Khan,4
Sarfraz Ahmed,Tanvir Ahmed (1),7
Tanvir Ahmed (1),Sarfraz Ahmed,0
Saeed Ajmal,Mohammad Irfan,0
Mohammad Irfan,Saeed Ajmal,6
Tanvir Ahmed (1),Azhar Ali,0
Azhar Ali,Tanvir Ahmed (1),0
Tanvir Ahmed (1),Mohammad Irfan,9
Mohammad Irfan,Tanvir Ahmed (1),2
Imran Farhat,Mohammad Hafeez,30
Mohammad Hafeez,Imran Farhat,14
Younis Khan,Ehsan Adil,6
Ehsan Adil,Younis Khan,9
Younis Khan,Mohammad Irfan,0
Mohammad Irfan,Younis Khan,0
Younis Khan,Rahat Ali,54
Rahat Ali,Younis Khan,35
Sarfraz Ahmed,Ehsan Adil,10
Ehsan Adil,Sarfraz Ahmed,12
Rahat Ali,Ehsan Adil,0
Ehsan Adil,Rahat Ali,0
Rahat Ali,Mohammad Irfan,22
Mohammad Irfan,Rahat Ali,6
Shan Masood,Khurram Manzoor,75
Khurram Manzoor,Shan Masood,63
Azhar Ali,Khurram Manzoor,46
Khurram Manzoor,Azhar Ali,81
Khurram Manzoor,Misbah-ul-Haq,57
Misbah-ul-Haq,Khurram Manzoor,57
Adnan Akmal,Zulfiqar Babar,4
Zulfiqar Babar,Adnan Akmal,2
Adnan Akmal,Mohammad Irfan,5
Mohammad Irfan,Adnan Akmal,0
Zulfiqar Babar,Asad Shafiq,65
Asad Shafiq,Zulfiqar Babar,55
Zulfiqar Babar,Mohammad Irfan,0
Mohammad Irfan,Zulfiqar Babar,0
Zulfiqar Babar,Junaid Khan,36
Junaid Khan,Zulfiqar Babar,7
Asad Shafiq,Mohammad Irfan,6
Mohammad Irfan,Asad Shafiq,14
Asad Shafiq,Junaid Khan,9
Junaid Khan,Asad Shafiq,8
Ahmed Shehzad,Khurram Manzoor,163
Khurram Manzoor,Ahmed Shehzad,153
Ahmed Shehzad,Mohammad Hafeez,217
Mohammad Hafeez,Ahmed Shehzad,250
Misbah-ul-Haq,Bilawal Bhatti,13
Bilawal Bhatti,Misbah-ul-Haq,14
Misbah-ul-Haq,Rahat Ali,0
Rahat Ali,Misbah-ul-Haq,1
Misbah-ul-Haq,Junaid Khan,23
Junaid Khan,Misbah-ul-Haq,5
Khurram Manzoor,Mohammad Hafeez,62
Mohammad Hafeez,Khurram Manzoor,77
Khurram Manzoor,Asad Shafiq,7
Asad Shafiq,Khurram Manzoor,2
Sarfraz Ahmed,Bilawal Bhatti,35
Bilawal Bhatti,Sarfraz Ahmed,32
Bilawal Bhatti,Saeed Ajmal,14
Saeed Ajmal,Bilawal Bhatti,8
Bilawal Bhatti,Rahat Ali,0
Rahat Ali,Bilawal Bhatti,0
Junaid Khan,Bilawal Bhatti,2
Bilawal Bhatti,Junaid Khan,10
Saeed Ajmal,Rahat Ali,11
Rahat Ali,Saeed Ajmal,8
Misbah-ul-Haq,Mohammad Talha,4
Mohammad Talha,Misbah-ul-Haq,2
Abdur Rehman,Younis Khan,9
Younis Khan,Abdur Rehman,11
Junaid Khan,Younis Khan,8
Younis Khan,Junaid Khan,10
Mohammad Hafeez,Sarfraz Ahmed,23
Sarfraz Ahmed,Mohammad Hafeez,13
Taufeeq Umar,Shan Masood,19
Shan Masood,Taufeeq Umar,17
Sarfraz Ahmed,Zulfiqar Babar,22
Zulfiqar Babar,Sarfraz Ahmed,6
Shan Masood,Mohammad Hafeez,68
Mohammad Hafeez,Shan Masood,116
Yasir Shah,Mohammad Talha,0
Mohammad Talha,Yasir Shah,0
Mohammad Talha,Asad Shafiq,19
Asad Shafiq,Mohammad Talha,15
Asad Shafiq,Rahat Ali,72
Rahat Ali,Asad Shafiq,5
Sarfraz Ahmed,Abdur Rehman,75
Abdur Rehman,Sarfraz Ahmed,30
Abdur Rehman,Mohammad Talha,18
Mohammad Talha,Abdur Rehman,9
Mohammad Talha,Junaid Khan,0
Junaid Khan,Mohammad Talha,0
Ahmed Shehzad,Saeed Ajmal,4
Saeed Ajmal,Ahmed Shehzad,4
Sarfraz Ahmed,Mohammad Talha,21
Mohammad Talha,Sarfraz Ahmed,4
Sami Aslam,Mohammad Hafeez,24
Mohammad Hafeez,Sami Aslam,40
Yasir Shah,Junaid Khan,12
Junaid Khan,Yasir Shah,2
Azhar Ali,Zulfiqar Babar,9
Zulfiqar Babar,Azhar Ali,1
Zulfiqar Babar,Wahab Riaz,0
Wahab Riaz,Zulfiqar Babar,9
Ahmed Shehzad,Shan Masood,17
Shan Masood,Ahmed Shehzad,13
Mohammad Hafeez,Shoaib Malik,129
Shoaib Malik,Mohammad Hafeez,99
Shoaib Malik,Asad Shafiq,128
Asad Shafiq,Shoaib Malik,107
Wahab Riaz,Shoaib Malik,0
Shoaib Malik,Wahab Riaz,2
Rahat Ali,Imran Khan (2),0
Imran Khan (2),Rahat Ali,0
Shan Masood,Shoaib Malik,5
Shoaib Malik,Shan Masood,2
Imran Khan (2),Asad Shafiq,0
Asad Shafiq,Imran Khan (2),1
Zulfiqar Babar,Misbah-ul-Haq,0
Misbah-ul-Haq,Zulfiqar Babar,0
Mohammad Hafeez,Rahat Ali,2
Rahat Ali,Mohammad Hafeez,0
Rahat Ali,Mohammad Amir,8
Mohammad Amir,Rahat Ali,19
Shan Masood,Rahat Ali,1
Rahat Ali,Shan Masood,4
Shan Masood,Misbah-ul-Haq,12
Misbah-ul-Haq,Shan Masood,5
Sami Aslam,Yasir Shah,0
Yasir Shah,Sami Aslam,0
Sohail Khan,Rahat Ali,34
Rahat Ali,Sohail Khan,15
Younis Khan,Iftikhar Ahmed,0
Iftikhar Ahmed,Younis Khan,4
